"Type";"Title";"Authors";"Topics";"Journal";"Year";"DOI";"ISSN";"Abstract";"Note";"ISBN"
"article";"Researchers roles in knowledge co-production-experience from sustainability research in Kenya, Switzerland, Bolivia and Nepal";"Pohl, C, Rist, S, Zimmermann, A, Fry, P, Gurung, G, Schneider, F, Speranza, C, Kiteme, B, Boillat, S, Serrano, E, Hadorn, G, Wiesmann, U";" ";"SCIENCE AND PUBLIC POLICY";"2010";"10.3152/030234210X496628";"0302-3427";"Co-production of knowledge between academic and non-academic communities is a prerequisite for research aiming at more sustainable development paths. Sustainability researchers face three challenges in such co-production: (a) addressing power relations; (b) interrelating different perspectives on the issues at stake; and (c) promoting a previously negotiated orientation towards sustainable development. A systematic comparison of four sustainability research projects in Kenya (vulnerability to drought), Switzerland (soil protection), Bolivia and Nepal (conservation vs. development) shows how the researchers intuitively adopted three different roles to face these challenges: the roles of reflective scientist, intermediary, and facilitator of a joint learning process. From this systematized and iterative self-reflection on the roles that a researcher can assume in the indeterminate social space where knowledge is co-produced, we draw conclusions regarding training.";" ";" "
"article";"Knowledge production and the structure of collaboration networks in two scientific fields";"Jansen, D, Goertz, R, Heidler, R";"Knowledge production Research collaboration Social network analysis New sciences Nanoscience Astrophysics";"SCIENTOMETRICS";"2010";"10.1007/s11192-009-0022-1";"0138-9130";"In this paper the relationship between knowledge production and the structure of research networks in two scientific fields is assessed. We investigate whether knowledge production corresponds positively or negatively with different types of social network structure. We show that academic fields generate knowledge in different ways and that within the fields, different types of networks act as a stimulant for knowledge generation.";" ";" "
"article";"Analyzing interdisciplinarity-Typology and indicators";"Huutoniemi, K, Klein, J, Bruun, H, Hukkinen, J";"Interdisciplinarity Typology Indicator Research proposal Operationalization";"RESEARCH POLICY";"2010";"10.1016/j.respol.2009.09.011";"0048-7333";"Both funding agencies and scholars in science studies have become increasingly concerned with how to define and identify interdisciplinarity in research. The task is tricky, since the complexity of interdisciplinary research defies a single definition. Our study tackles this challenge by demonstrating a new typology and qualitative indicators for analyzing interdisciplinarity in research documents. The proposed conceptual framework attempts to fulfill the need for a robust and nuanced approach that is grounded in deeper knowledge of interdisciplinarity. As an example of using the framework, we discuss our empirical investigation of research proposals funded by a national funding agency in Finland. (C) 2009 Elsevier B.V. All rights reserved.";" ";" "
"article";"Diversity and network coherence as indicators of interdisciplinarity-case studies in bionanoscience";"Rafols, I, Meyer, M";"Interdisciplinary research Nanotechnology Nanoscience Diversity Indicators Network analysis";"SCIENTOMETRICS";"2010";"10.1007/s11192-009-0041-y";"0138-9130";"The multidimensional character and inherent conflict with categorisation of interdisciplinarity makes its mapping and evaluation a challenging task. We propose a conceptual framework that aims to capture interdisciplinarity in the wider sense of knowledge integration, by exploring the concepts of diversity and coherence. Disciplinary diversity indicators are developed to describe the heterogeneity of a bibliometric set viewed from predefined categories, i.e. using a top-down approach that locates the set on the global map of science. Network coherence indicators are constructed to measure the intensity of similarity relations within a bibliometric set, i.e. using a bottom-up approach, which reveals the structural consistency of the publications network. We carry out case studies on individual articles in bionanoscience to illustrate how these two perspectives identify different aspects of interdisciplinarity: disciplinary diversity indicates the large-scale breadth of the knowledge base of a publication; network coherence reflects the novelty of its knowledge integration. We suggest that the combination of these two approaches may be useful for comparative studies of emergent scientific and technological fields, where new and controversial categorisations are accompanied by equally contested claims of novelty and interdisciplinarity.";" ";" "
"article";"Detecting, identifying and visualizing research groups in co-authorship networks";"Perianes-Rodriguez, A, Olmeda-Gomez, C, Moya-Anegon, F";"Scientific collaboration Research groups Coauthorship Network analysis Information visualization";"SCIENTOMETRICS";"2010";"10.1007/s11192-009-0040-z";"0138-9130";"The present paper proposes a method for detecting, identifying and visualizing research groups. The data used refer to nine Carlos III University of Madrid departments, while the findings for the Communication Technologies Department illustrate the method. Structural analysis was used to generate co-authorship networks. Research groups were identified on the basis of factorial analysis of the raw data matrix and similarities in the choice of co-authors. The resulting networks distinguished the researchers participating in the intra-departmental network from those not involved and identified the existing research groups. Fields of research were characterized by the Journal of Citation Report subject category assigned to the bibliographic references cited in the papers written by the author-factors. The results, i.e., the graphic displays of the structures of the socio-centric and co-authorship networks and the strategies underlying collaboration among researchers, were later discussed with the members of the departments analyzed. The paper constitutes a starting point for understanding and characterizing networking within research institutions.";" ";" "
"article";"Interdisciplinarity in the environmental sciences-barriers and frontiers";"Hicks, C, Fitzsimmons, C, Polunin, N";"environmental sciences interdisciplinarity science metrics science policy social network analysis";"ENVIRONMENTAL CONSERVATION";"2010";"10.1017/S0376892910000822";"0376-8929";"Global environmental changes present unprecedented challenges to humans and the ecosystems upon which they depend. The need for interdisciplinary approaches to solve such multidimensional challenges is clear, however less clear is whether current attempts to cross disciplinary boundaries are succeeding. Indeed, efforts to further interdisciplinary approaches remain hampered by failures in assessing their scope and success. Here a set of measures examined the interdisciplinarity of the environmental sciences and tested two literature-based hypotheses: (1) newer and larger disciplines are more interdisciplinary; and (2) interdisciplinary research has lower impact factors than its counterparts. In addition, network analysis was used to map interdisciplinarity and determine the relative extent to which environmental science disciplines draw on alternative disciplinary perspectives. Contrary to expectations, age and size of a discipline had no effect on measures of interdisciplinarity for papers published in 2006, though metrics indicated larger articles and journals were more interdisciplinary. In addition, interdisciplinary research had a greater impact factor than its more strictly disciplinary peers. Network analysis revealed disciplines acting as `interdisciplinary frontiers, bridging critical gaps between otherwise disparate subject areas. Whilst interdisciplinarity is complex, a combination of diversity metrics and network analysis provides valuable preliminary insights for interdisciplinary environmental research policy. The successful promotion of interdisciplinarity is needed to help dispel commonly perceived barriers to interdisciplinarity and create opportunities for such work by increasing the space available for different disciplines to encounter each other. In particular, the networks presented highlight the importance of considering disciplinary functioning within the wider context, to ensure maximum benefit to the scientific community as a whole.";" ";" "
"article";"Competencies for interdisciplinarity in higher education";"Parker, J";"Sustainability Higher education Competences Sustainable development";"INTERNATIONAL JOURNAL OF SUSTAINABILITY IN HIGHER EDUCATION";"2010";"10.1108/14676371011077559";"1467-6370";"Purpose - The overall purpose of this paper is to clarify the current state of the debate with regard to competencies for interdisciplinarity (ID) for sustainable development (SD) in higher education, to provide further analysis, and to make suggestions for next steps on this basis. Design/methodology/approach - The paper employs a critical literature review to identify key themes and gaps in the debate and considers how competencies for ID might be further supported. Findings - The literature review demonstrates developments towards action competencies in ID for sustainability but with an over-reliance on students guiding their own practice and reflection. Findings highlight potential elements of a more widely informed knowledge literacy, including philosophical, sociological and cultural aspects, that is needed to support the development of these competencies. Research limitations/implications - The paper is limited to discussion of foundational aspects and does not cover possible pedagogical strategies, nor does it cover ways of assessing the attainment of competencies. The literature review is also limited by reasons of space. Practical implications - There is a need for a concerted research effort in order to develop coherent sets of competencies to equip students for ID for SD and other-related fields. Social implications - These competencies are at the heart of the new forms of inter-agency and inter-professional working that is increasingly recognised as essential to deliver care and sustainability in a joined-up world. Originality/value - The originality is high as very little in the sustainability literature to date specifically analyses competencies and supporting knowledge for ID in an accessible manner.";" ";" "
"article";"On the Relationship Between Interdisciplinarity and Scientific Impact";"Lariviere, V, Gingras, Y";" ";"JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY";"2010";"10.1002/asi.21226";"1532-2882";"This article analyzes the effect of interdisciplinarity on the scientific impact of individual articles. Using all the articles published in Web of Science in 2000, we define the degree of interdisciplinarity of a given article as the percentage of its cited references made to journals of other disciplines. We show that although for all disciplines combined there is no clear correlation between the level of interdisciplinarity of articles and their citation rates, there are nonetheless some disciplines in which a higher level of interdisciplinarity is related to a higher citation rates. For other disciplines, citations decline as interdisciplinarity grows. One characteristic is visible in all disciplines: Highly disciplinary and highly interdisciplinary articles have a low scientific impact. This suggests that there might be an optimum of interdisciplinarity beyond which the research is too dispersed to find its niche and under which it is too mainstream to have high impact. Finally, the relationship between interdisciplinarity and scientific impact is highly determined by the citation characteristics of the disciplines involved: Articles citing citation-intensive disciplines are more likely to be cited by those disciplines and, hence, obtain higher citation scores than would articles citing non-citation-intensive disciplines.";" ";" "
"article";"Interdisciplinary research-framing and reframing";"Oughton, E, Bracken, L";"interdisciplinarity rural development food";"AREA";"2009";"10.1111/j.1475-4762.2009.00903.x";"0004-0894";"Framing encompasses the processes of identifying and bounding the area of research and based on our own experiences as academics we have found significant differences in the ways that researchers establish and frame a disciplinary, compared to an interdisciplinary, research project. In this paper we have attempted to contribute to the development of the conceptual framework underpinning interdisciplinary research through analysis of interviews with a number of academics already working in an interdisciplinary manner. Successful projects are able to identify and support the processes that allow the communication and negotiation that is necessary, not just for the initial framing of a research funding proposal but to be able to maintain negotiation. Self awareness and continual reflexivity and a willingness to be questioned by others are essential to this process.";"Annual Conference of the Royal-Geographical-Society/Institute-of-British-Geographers, London, ENGLAND, AUG, 2007";" "
"article";"The geography of collaborative knowledge production in Europe";"Hoekman, J, Frenken, K, Oort, F";" ";"ANNALS OF REGIONAL SCIENCE";"2009";"10.1007/s00168-008-0252-9";"0570-1864";"We analyse inter-regional research collaboration as measured by scientific publications and patents with multiple addresses, covering 1316 NUTS3 regions in 29 European countries. The estimates of gravity equations show the effects of geographical and institutional distance on research collaboration. We also find evidence for the existence of elite structures between excellence regions and between capital regions. The results suggest that current EU science policy to stimulate research collaboration is legitimate, but doubt the compatibility between EU science policy and EU cohesion policy.";" ";" "
"article";"Spatial scientometrics-Towards a cumulative research program";"Frenken, K, Hardeman, S, Hoekman, J";"Proximity Spatial scientometrics Geography Collaboration Citation Mobility";"JOURNAL OF INFORMETRICS";"2009";"10.1016/j.joi.2009.03.005";"1751-1577";"We propose a research program to analyse spatial aspects of the science system. First, we provide a review of scientometric studies that already explicitly take the spatial dimension into account. The review includes studies on (i) the spatial distribution of research and citations, (ii) the existence of spatial biases in collaboration, citations and mobility, and (iii) the citation impact of national versus international collaborations. Then, we address a number of methodological issues in dealing with space in scientometrics. Finally, to integrate spatial and non-spatial approaches, we propose an analytical framework based on the concept of proximity. A proximity approach allows for combining hypotheses from different theoretical perspectives into a single framework. (C) 2009 Elsevier Ltd. All rights reserved.";" ";" "
"article";"How interdisciplinary is nanotechnology?";"Porter, A, Youtie, J";"Nanotechnology research activity patterns Nanotechnology trends Nanoscale science and engineering Interdisciplinarity Bibliometrics Science mapping";"JOURNAL OF NANOPARTICLE RESEARCH";"2009";"10.1007/s11051-009-9607-0";"1388-0764";"Facilitating cross-disciplinary research has attracted much attention in recent years, with special concerns in nanoscience and nanotechnology. Although policy discourse has emphasized that nanotechnology is substantively integrative, some analysts have countered that it is really a loose amalgam of relatively traditional pockets of physics, chemistry, and other disciplines that interrelate only weakly. We are developing empirical measures to gauge and visualize the extent and nature of interdisciplinary interchange. Such results speak to research organization, funding, and mechanisms to bolster knowledge transfer. In this study, we address the nature of cross-disciplinary linkages using ``science overlay maps of articles, and their references, that have been categorized into subject categories. We find signs that the rate of increase in nano research is slowing, and that its composition is changing (for one, increasing chemistry-related activity). Our results suggest that nanotechnology research encompasses multiple disciplines that draw knowledge from disciplinarily diverse knowledge sources. Nano research is highly, and increasingly, integrative-but so is much of science these days. Tabulating and mapping nano research activity show a dominant core in materials sciences, broadly defined. Additional analyses and maps show that nano research draws extensively upon knowledge presented in other areas; it is not constricted within narrow silos.";" ";" "
"article";"Research collaboration and research output-a longitudinal study of 65 biomedical scientists in a New Zealand university";"He, ZL, Geng, XS, Campbell-Hunt, C";"Research collaboration Research output Longitudinal study";"RESEARCH POLICY";"2009";"10.1016/j.respol.2008.11.011";"0048-7333";"Collaborative research has been increasingly celebrated by the science community, but the hypothesized positive relationship between research collaboration and research output is more assumed than rigorously tested. In this paper, we identify three methodological gaps in the literature: (a) hierarchical coding based on the ISI Web of Science database causes severe loss of information on local collaboration, (b) the relationship between research collaboration and research output is likely to be confounded by a common latent variable such as a scientists ability, and (c) the lack of longitudinal analysis prevents causal inferences from being made. To address these methodological concerns, we constructed a longitudinal dataset of 65 biomedical scientists at a New Zealand university and coded collaboration variables by hand checking each of their publications in a period of 14 years. We found that at article level, both within-university collaboration and international collaboration are positively related to an articles quality and that, at scientist-year level, only international collaboration is positively related to a scientists future research output. (C) 2008 Elsevier B.V. All rights reserved.";" ";" "
"article";"Research collaboration and productivity-is there correlation?";"Abramo, G, DAngelo, C, Di, F";"Research collaboration Productivity Universities Bibliometrics";"HIGHER EDUCATION";"2009";"10.1007/s10734-008-9139-z";"0018-1560";"The incidence of extramural collaboration in academic research activities is increasing as a result of various factors. These factors include policy measures aimed at fostering partnership and networking among the various components of the research system, policies which are in turn justified by the idea that knowledge sharing could increase the effectiveness of the system. Over the last two decades, the scientific community has also stepped up activities to assess the actual impact of collaboration intensity on the performance of research systems. This study draws on a number of empirical analyses, with the intention of measuring the effects of extramural collaboration on research performance and, indirectly, verifying the legitimacy of policies that support this type of collaboration. The analysis focuses on the Italian academic research system. The aim of the work is to assess the level of correlation, at institutional level, between scientific productivity and collaboration intensity as a whole, both internationally and with private organizations. This will be carried out using a bibliometric type of approach, which equates collaboration with the co-authorship of scientific publications.";" ";" "
"article";"A Global Map of Science Based on the ISI Subject Categories";"Leydesdorff, L, Rafols, I";" ";"JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY";"2009";"10.1002/asi.20967";"1532-2882";"The decomposition of scientific literature into disciplinary and subdisciplinary structures is one of the core goals of scientometrics. How can we achieve a good decomposition? The ISI subject categories classify journals included in the Science Citation Index (SCI). The aggregated journal-journal citation matrix contained in the Journal Citation Reports can be aggregated on the basis of these categories. This leads to an asymmetrical matrix (citing versus cited) that is much more densely populated than the underlying matrix at the journal level. Exploratory factor analysis of the matrix of subject categories suggests a 14-factor solution. This solution could be interpreted as the disciplinary structure of science. The nested maps of science (corresponding to 14 factors, 172 categories, and 6,164 journals) are online at http://www.leydesdortf.net/map06. Presumably, inaccuracies in the attribution of journals to the ISI subject categories average out so that the factor analysis reveals the main structures. The mapping of science could, therefore, be comprehensive and reliable on a large scale albeit imprecise in terms of the attribution of journals to the ISI subject categories.";" ";" "
"article";"Interdisciplinarity-a Critical Assessment";"Jacobs, J, Frickel, S";"academic disciplines interdisciplinary research cross-disciplinary communication knowledge diffusion knowledge integration";"ANNUAL REVIEW OF SOCIOLOGY";"2009";"10.1146/annurev-soc-070308-115954";"0360-0572";"This article draws together disparate research and theorizing on interdisciplinarity. We first describe widespread efforts to promote interdisciplinarity in U.S. universities and critically examine the assumptions underlying these initiatives. Next, we present a cross-sectional view of interdisciplinary communication, knowledge diffusion, research assessment, and interdisciplinary research centers. We then describe research and theories that provide historical perspectives on the disciplinary system, interdiscipline formation, applied and professional fields, and institutional fragmentation. We present original findings on the prevalence of research centers, faculty hiring patterns in hybrid fields, and the diffusion of research across disciplines in the humanities and social sciences. The review concludes with a critical summary and suggestions for future research.";" ";"978-0-8243-2235-9"
"article";"Disciplinary and interdisciplinary affiliations of experienced researchers";"Brew, A";"disciplines interdisciplinarity views of academics";"HIGHER EDUCATION";"2008";"10.1007/s10734-007-9102-4";"0018-1560";"This article reports on a study of senior academics views of their disciplinary and interdisciplinary affiliations. It questions the idea that academics have a firm and fixed disciplinary identity from which they then act and suggests that academic work in the contemporary university challenges and changes how individuals view their disciplinary affiliation. The article provides empirical data that lends weight to critical questioning of anthropological metaphors, which have tended to dominate discussions of disciplinarity. It suggests that contemporary understandings of disciplinary and interdisciplinary identity need more fluid metaphors and models; ones that can capture the shifting and questioning uncertainties that give expression to the rhetorical and reflexive nature of academics disciplinary affiliations. The article explores the implications of a dominant emphasis on disciplinary relationships for understanding disciplinarity and interdisciplinarity and examines the practical implications for structures and systems that are designed to enhance and evaluate research and teaching within higher education.";" ";" "
"article";"Moving the science of team science forward-Collaboration and creativity";"Hall, K, Feng, A, Moser, R, Stokols, D, Taylor, B";" ";"AMERICAN JOURNAL OF PREVENTIVE MEDICINE";"2008";"10.1016/j.amepre.2008.05.007";"0749-3797";"Teams of scientists representing diverse disciplines are often brought together for purposes of better understanding and, ultimately, resolving urgent public health and environmental problems. Likewise, the emerging field of the science of team science draws on diverse disciplinary perspectives to better understand and enhance the processes and outcomes of scientific collaboration. In this supplement to the American journal of Preventive Medicine, leading scholars in the nascent field of team science have come together with a common goal of advancing the field with new models, methods, and measures. This summary article highlights key themes reflected in the supplement and identifies several promising directions for future research organized around the following broad challenges: (1) operationalizing cross-disciplinary team science and training more clearly; (2) conceptualizing the multiple dimensions of readiness for team science; (3) ensuring the sustainability of transdisciplinary team science; (4) developing more effective models and strategies for training transdisciplinary scientists; (5) creating and validating improved models, methods, and measures for evaluating team science; and (6) fostering transdisciplinary cross-sector partnerships. A call to action is made to leaders from the research, funding, and practice sectors to embrace strategies of creativity and innovation in a collective effort to move the field forward, which may not only advance the science of team science but, ultimately, public health science and practice.";" ";" "
"article";"The collaboration readiness of transdisciplinary research teams and centers-Findings from the National Cancer Institutes TREC Year-One evaluation study";"Hall, K, Stokols, D, Moser, R, Taylor, B, Thornquist, M, Nebeling, L, Ehret, C, Barnett, M, McTiernan, A, Berger, N, Goran, M, Jeffery, R";" ";"AMERICAN JOURNAL OF PREVENTIVE MEDICINE";"2008";"10.1016/j.amepre.2008.03.035";"0749-3797";"Growing interest in promoting cross-disciplinary collaboration among health scientists has prompted several federal agencies, including the NIH, to establish large, multicenter initiatives intended to foster collaborative research and training. In order to assess whether these initiatives are effective in promoting scientific collaboration that ultimately results in public health improvements, it is necessary to develop new strategies for evaluating research processes and products as well as the longer-term societal outcomes associated with these programs. Ideally, evaluative measures should be administered over the entire course of large initiatives, including their near-term and later phases. The present study focuses on the development of new tools for assessing the readiness for collaboration among health scientists at the outset (during the first year) of their participation in the National Cancer Institutes Transdisciplinary Research on Energetics and Cancer (TREC) initiative. Indexes of collaborative readiness, along with additional measures of near-term collaborative processes, were administered as part of the TREC Year-One evaluation survey. Additionally, early progress toward scientific collaboration and integration was assessed, using a protocol for evaluating written research products. Results from the Year-One survey and the ratings of written products provide evidence of cross-disciplinary collaboration among participants during the first year of the initiative, and also reveal opportunities for enhancing collaborative processes and outcomes during subsequent phases of the project. The implications of these findings for future evaluations of team science initiatives are discussed.";" ";" "
"article";"Evaluation of interdisciplinary and transdisciplinary research-a literature review";"Klein, J";" ";"AMERICAN JOURNAL OF PREVENTIVE MEDICINE";"2008";"10.1016/j.amepre.2008.05.010";"0749-3797";"Interdisciplinarity has become a widespread mantra for research, accompanied by a growing body of publications. Evaluation, however, remains one of the least-understood aspects. This review of interdisciplinary and transdisciplinary research evaluation categorizes lessons from the emergent international literature on the topic reviewed in 2007. It defines parallels between research performance and evaluation, presents seven generic principles for evaluation, and reflects in the conclusion on changing connotations of the underlying concepts of discipline, peer, and measurement. Interdisciplinary and transdisciplinary research performance and evaluation are both generative processes of harvesting, capitalizing, and leveraging multiple expertise. Individual standards must be calibrated, and tensions among different disciplinary, professional, and interdisciplinary approaches carefully managed in balancing acts that require negotiation and compromise. Readiness levels are strengthened by antecedent conditions that are flexible enough to allow multiple pathways of integration and collaboration. In both cases, as well, new epistemic communities must be constructed and new cultures of evidence produced. The multidisciplinary-interdisciplinary transdisciplinary research environment spans a wide range of contexts. Yet seven generic principles provide a coherent framework for thinking about evaluation: (1) variability of goals; (2) variability of criteria and indicators; (3) leveraging of integration; (4) interaction of social and cognitive factors in collaboration; (5) management, leadership, and coaching; (6) iteration in a comprehensive and transparent system; and (7) effectiveness and impact.";" ";" "
"article";"The ecology of team science-Understanding contextual influences on transdisciplinary collaboration";"Stokols, D, Misra, S, Moser, R, Hall, K, Taylor, B";" ";"AMERICAN JOURNAL OF PREVENTIVE MEDICINE";"2008";"10.1016/j.amepre.2008.05.003";"0749-3797";"Increased public and private investments in large-scale team science initiatives over the past two decades have underscored the need to better understand how contextual factors influence the effectiveness of transdisciplinary scientific collaboration. Toward that goal, the findings from four distinct areas of research on team performance and collaboration are reviewed: (1) social psychological and management research on the effectiveness of teams in organizational and institutional settings; (2) studies of cyber-infrastructures (i.e., computer-based infrastructures) designed to support transdisciplinary collaboration across remote research sites; (3) investigations of community-based coalitions for health promotion; and (4) studies focusing directly on the antecedents, processes, and outcomes of scientific collaboration within transdisciplinary research centers and training programs. The empirical literature within these four domains reveals several contextual circumstances that either facilitate or hinder team performance and collaboration. A typology of contextual influences on transdisciplinary collaboration is proposed as a basis for deriving practical guidelines for designing, managing, and evaluating successful team science initiatives.";"NCI Conference on the Science of Team Science - Assessing the Value of Transdiciplinary Resarch, Bethesda, MD, OCT 30-31, 2006";" "
"article";"The science of team science-Overview of the field and introduction to the supplement";"Stokols, D, Hall, K, Taylor, B, Moser, R";" ";"AMERICAN JOURNAL OF PREVENTIVE MEDICINE";"2008";"10.1016/j.amepre.2008.05.002";"0749-3797";"The science of team science encompasses an amalgam of conceptual and methodologic strategies aimed at understanding and enhancing the outcomes of large-scale collaborative research and training programs. This field has emerged rapidly in recent years, largely in response to growing concerns about the cost effectiveness of public- and private-sector investments in team-based science and training initiatives. The distinctive boundaries and substantive concerns of this field, however, have remained difficult to discern. An important challenge for the field is to characterize the science of team science more clearly in terms of its major theoretical, methodologic, and translational concerns. The articles in this supplement address this challenge, especially in the context of designing, implementing, and evaluating cross-disciplinary research initiatives. This introductory article summarizes the major goals and organizing themes of the supplement, draws links between the constituent articles, and identifies new areas of study within the science of team science.";" ";" "
"article";"Transdisciplinarity-Context, contradictions and capacity";"Russell, A, Wickson, F, Carew, A";" ";"FUTURES";"2008";"10.1016/j.futures.2007.10.005";"0016-3287";"Transdisciplinarity has been proposed as a response to the shifting knowledge landscape in contemporary society. It promises to bring universities and other knowledge organisations into line with new demands and opportunities. In this study, we have investigated drivers of change in the shifting landscape, and note disparate drivers that plot different courses for transdisciplinarity. We describe three drivers: `the knowledge economy, `the environmental imperative and `the engaged populace. We discuss their different prescriptions for transdisciplinary knowledge production and contradictions that arise from these, including tensions between consolidation and interconnection, and between knowledge commodification and mutual learning. In response, we suggest that rather than investing in knowledge I products, universities should focus on developing capacity for transdisciplinarity, and for knowledge production generally. (C) 2007 Elsevier Ltd. All rights reserved.";" ";" "
"article";"University research centers and the composition of research collaborations";"Boardman, P, Corley, E";"university research centers research collaborations organizational design";"RESEARCH POLICY";"2008";"10.1016/j.respol.2008.01.012";"0048-7333";"Research collaboration is perhaps the singular feature that university research centers, broadly defined, share. Yet, there has been little systematic study of the center-level attributes that facilitate (or hinder) research collaboration at the individual level. This paper estimates whether center-level measures of research capacity and structure affect center affiliated university scientists and engineers collaborative behaviors. We consider the effects of center multidisciplinarity, size, and center ties to private firms and to federally funded centers programs on the time allocated to collaboration with researchers from other universities, government laboratories, and abroad. Our analyses compare industry, center to non-center scientists and also address within-group differences among center scientists. The findings demonstrate some center-level attributes to ``map to the expected collaborative behaviors while other center-level attributes do not. We conclude with a discussion of areas for future research and implications for the design and management of university research centers. (c) 2008 Elsevier B.V. All rights reserved.";" ";" "
"article";"Interdisciplinarity as teamwork-How the science of teams can inform team science";"Fiore, S";"team science interdisciplinary teamwork team training graduate education";"SMALL GROUP RESEARCH";"2008";"10.1177/104649W8317797";"1046-4964";"This essay discusses interdisciplinary research in the context of science policy and the practice of science. Comparisons between interdisciplinary research and other forms of cross-disciplinary research are made, and a brief discussion of the development of the concept of interdisciplinarity is provided. The overarching thesis of this essay is that interdisciplinary research is team research, that is, research conducted by a team. This notion is developed via recent policy discussions of team science and the need to understand interdisciplinary research in action. The author shows how it may be possible to consider the implementation of principles from teamwork and team training to improve interdisciplinary research and the practice of team science.";" ";" "
"article";"Re-thinking new knowledge production-a literature review and a research agenda";"Hessels, L, Lente, H";"Mode 2 transdisciplinarity heterogeneity relevance";"RESEARCH POLICY";"2008";"10.1016/j.respol.2008.01.008 ";"0048-7333";"This paper offers a systematic reflection on the Gibbons-Nowotny notion of `Mode 2 knowledge production. We review its reception in scientific literature and compare it with seven alternative diagnoses of changing science systems. The `Mode 2 diagnosis identifies a number of important trends that require further empirical efforts, but it suffers from severe conceptual problems. It is time to untie its five major constitutive claims and investigate each separately. (C) 2008 Elsevier B.V. All rights reserved.";"Conference on Science, Technology and Innovation Studies, Amsterdam, NETHERLANDS, JUL 02-03, 2007";" "
"article";"Being undisciplined-Transgressions and intersections in academia and beyond";"Robinson, J";" ";"FUTURES";"2008";"10.1016/j.futures.2007.06.007";"0016-3287";"This paper articulates a view of interdisciplinary derived from actual practice. Based on a distinction between different types of interdisciplinary temperament, the paper proposes five characteristic of `issue-driven interdisciplinarity in the sustainability field: being problem-based, integration, interactivity and emergence, reflexivity, and strong forms of collaboration and partnership. Each of these characteristics is illustrated by examples drawn from a series of interdisciplinary projects undertaken over the past decade. The paper concludes with some views on how best to institutionalize issue-driven interdisciplinarity in the dominantly disciplinary culture of universities. (c) 2007 Elsevier Ltd. All rights reserved.";"6th Open Meeting of the International-Human-Dimensions-of-Global-Environmental-Change-Programme, Bonn, GERMANY, OCT, 2005";" "
"article";"Multidisciplinarity, interdisciplinarity, and transdisciplinarity in health research, services, education and policy-3. Discipline, inter-discipline distance, and selection of discipline";"Choi, B, Pak, A";" ";"CLINICAL AND INVESTIGATIVE MEDICINE";"2008";" ";"0147-958X";"Background/Purpose. Multiple disciplinary efforts are increasingly encouraged in health research, services, education and policy. This paper is the third in a series. The first discussed the definitions, objectives, and evidence of effectiveness of multiple disciplinary teamwork. The second examined the promoters, barriers, and ways to enhance such teamwork. This paper addresses the questions of discipline, inter-discipline distance, and where to look for multiple disciplinary collaboration. Methods. This paper proposes a conceptual framework of the knowledge universe, based on a review of a number of key papers on the Global Brain. These key papers were identified during a literature review on multiple disciplinary teamwork, using Google and MEDLINE (1982-2007) searches. Results. A discipline is held together by a shared epistemology. In general, disciplines that are more disparate from one another epistemologically are more likely to achieve new insight for a complex problem. The proposed conceptual framework of the knowledge universe consists of several knowledge subsystems, each containing a number of disciplines. The inter-discipline distance can guide us to select appropriate disciplines for a multiple disciplinary team. Conclusion. If multiple disciplinarity is called for, the proposed view of the knowledge universe as a series of knowledge subsystems and disciplines, and the place of health sciences in the knowledge universe, will help researchers, practitioners, and policy makers to identify disciplines for multiple disciplinary efforts.";" ";" "
"article";"Logics of interdisciplinarity";"Barry, A, Born, G, Weszkalnys, G";"interdisciplinarity interdisciplinary research accountability innovation ontology ethnography environment art-science";"ECONOMY AND SOCIETY";"2008";"10.1080/03085140701760841";"0308-5147";"This paper interrogates influential contemporary accounts of interdisciplinarity, in which it is portrayed as offering new ways of rendering science accountable to society and/or of forging closer relations between scientific research and innovation. The basis of the paper is an eighteen-month empirical study of three interdisciplinary fields that cross the boundaries between the natural sciences or engineering, on the one hand, and the social sciences or arts, on the other. The fields are: 1) environmental and climate change research, 2) ethnography in the IT industry and 3) art-science. In the first part of the paper, in contrast to existing accounts, we question the idea that interdisciplinarity should be understood in terms of the synthesis of two or more disciplines. We stress the forms of agonism and antagonism that often characterize relations between disciplinary and interdisciplinary research, and distinguish between three modes of interdisciplinarity. In the second part we outline three distinctive logics or rationales that guide interdisciplinary research. In addition to the logics of accountability and innovation, we identify the logic of ontology, that is, an orientation apparent in diverse interdisciplinary practices in each of our three fields towards effecting ontological transformation in the objects and relations of research. While the three logics are interdependent, they are not reducible to each other and are differently entangled in each of the fields. We point to the potential for invention in such interdisciplinary practices and, against the equation of disciplinary research with autonomy, to the possibility of forms of interdisciplinary autonomy.";" ";" "
