 "publication_type" , "journal_article" , "title" , "publication_year" , "author_name" , "journal_name" , "journal_issue_number" , "journal_volume_number" , "startEndPages" , "publisher_name" , "doi" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Chua - F." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Chung - L." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Conron - M." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Corte - T." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Cosgrove - G." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Costabel - U." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Cottin - V." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31460" , "Quality of life in ALS is maintained as physical function declines" , "2001" , "Bremer - B.A." , "Neurology" , "4" , "56" , "442--444" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.56.4.442" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31460" , "Quality of life in ALS is maintained as physical function declines" , "2001" , "Walsh - S.M." , "Neurology" , "4" , "56" , "442--444" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.56.4.442" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/31460" , "Quality of life in ALS is maintained as physical function declines" , "2001" , "Fischer - S." , "Neurology" , "4" , "56" , "442--444" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/wnl.56.4.442" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3916482" , "Clinical Response Within 12 Weeks as a Predictor of Future Low Disease Activity in Patients with Early RA: Results from the TEAR Trial" , "2013" , "Mikuls - T. R." , "The Journal of Rheumatology" , "5" , "40" , "572--578" , "The Journal of Rheumatology" , "10.3899/jrheum.120715" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3916482" , "Clinical Response Within 12 Weeks as a Predictor of Future Low Disease Activity in Patients with Early RA: Results from the TEAR Trial" , "2013" , "Reynolds - R. J." , "The Journal of Rheumatology" , "5" , "40" , "572--578" , "The Journal of Rheumatology" , "10.3899/jrheum.120715" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3916482" , "Clinical Response Within 12 Weeks as a Predictor of Future Low Disease Activity in Patients with Early RA: Results from the TEAR Trial" , "2013" , "Navarro-Millan - I." , "The Journal of Rheumatology" , "5" , "40" , "572--578" , "The Journal of Rheumatology" , "10.3899/jrheum.120715" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3916482" , "Clinical Response Within 12 Weeks as a Predictor of Future Low Disease Activity in Patients with Early RA: Results from the TEAR Trial" , "2013" , "O'Dell - J." , "The Journal of Rheumatology" , "5" , "40" , "572--578" , "The Journal of Rheumatology" , "10.3899/jrheum.120715" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3916482" , "Clinical Response Within 12 Weeks as a Predictor of Future Low Disease Activity in Patients with Early RA: Results from the TEAR Trial" , "2013" , "Moreland - L. W." , "The Journal of Rheumatology" , "5" , "40" , "572--578" , "The Journal of Rheumatology" , "10.3899/jrheum.120715" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3916482" , "Clinical Response Within 12 Weeks as a Predictor of Future Low Disease Activity in Patients with Early RA: Results from the TEAR Trial" , "2013" , "Bridges - S. L." , "The Journal of Rheumatology" , "5" , "40" , "572--578" , "The Journal of Rheumatology" , "10.3899/jrheum.120715" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3916482" , "Clinical Response Within 12 Weeks as a Predictor of Future Low Disease Activity in Patients with Early RA: Results from the TEAR Trial" , "2013" , "Ranganath - V. K." , "The Journal of Rheumatology" , "5" , "40" , "572--578" , "The Journal of Rheumatology" , "10.3899/jrheum.120715" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3619966" , "Improvement of Cognitive Function after Physical Movement Training in Institutionalized Very Frail Older Adults with Dementia" , "2011" , "Thurm - Franka" , "GeroPsych" , "4" , "24" , "197--208" , "Hogrefe & Huber" , "10.1024/1662-9647/a000048" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/2883575" , "Assessment of Filial, Parental, Marital, and Collective Family Efficacy Beliefs" , "2004" , "Scabini - Eugenia" , "European Journal of Psychological Assessment" , "4" , "20" , "247--261" , "Hogrefe & Huber" , "10.1027/1015-5759.20.4.247" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/2883575" , "Assessment of Filial, Parental, Marital, and Collective Family Efficacy Beliefs" , "2004" , "Barbaranelli - Claudio" , "European Journal of Psychological Assessment" , "4" , "20" , "247--261" , "Hogrefe & Huber" , "10.1027/1015-5759.20.4.247" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/2883575" , "Assessment of Filial, Parental, Marital, and Collective Family Efficacy Beliefs" , "2004" , "Bandura - Albert" , "European Journal of Psychological Assessment" , "4" , "20" , "247--261" , "Hogrefe & Huber" , "10.1027/1015-5759.20.4.247" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/2818978" , "Determining a Magnetic Resonance Imaging Inflammatory Activity Acceptable State Without Subsequent Radiographic Progression in Rheumatoid Arthritis: Results from a Followup MRI Study of 254 Patients in Clinical Remission or Low Disease Activity" , "2013" , "McQueen - F. M." , "The Journal of Rheumatology" , "2" , "41" , "398--406" , "The Journal of Rheumatology" , "10.3899/jrheum.131088" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/2818978" , "Determining a Magnetic Resonance Imaging Inflammatory Activity Acceptable State Without Subsequent Radiographic Progression in Rheumatoid Arthritis: Results from a Followup MRI Study of 254 Patients in Clinical Remission or Low Disease Activity" , "2013" , "Ostergaard - M." , "The Journal of Rheumatology" , "2" , "41" , "398--406" , "The Journal of Rheumatology" , "10.3899/jrheum.131088" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Cox - G." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Crestani - B." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Crofford - L. J." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Csuka - M. E." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Curbelo - P." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Czirjak - L." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Daniil - Z." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1875939" , "Reconciling Healthcare Professional and Patient Perspectives in the Development of Disease Activity and Response Criteria in Connective Tissue Disease-related Interstitial Lung Diseases" , "2014" , "Danoff - S." , "The Journal of Rheumatology" , "4" , "41" , "792--798" , "The Journal of Rheumatology" , "10.3899/jrheum.131251" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/4613515" , "A Strong Validation of the Crosswise Model Using Experimentally-Induced Cheating Behavior" , "2015" , "Verschuere - Bruno" , "Experimental Psychology" , "6" , "62" , "403--414" , "Hogrefe & Huber" , "10.1027/1618-3169/a000304" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/4613515" , "A Strong Validation of the Crosswise Model Using Experimentally-Induced Cheating Behavior" , "2015" , "Musch - Jochen" , "Experimental Psychology" , "6" , "62" , "403--414" , "Hogrefe & Huber" , "10.1027/1618-3169/a000304" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/52057" , "Diagnosis and management of dementia with Lewy bodies: Third report of the DLB consortium" , "2005" , "Mizuno - Y." , "Neurology" , "12" , "65" , "1863--1872" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/01.wnl.0000187889.17253.b1" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/52057" , "Diagnosis and management of dementia with Lewy bodies: Third report of the DLB consortium" , "2005" , "Molina - J. A." , "Neurology" , "12" , "65" , "1863--1872" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/01.wnl.0000187889.17253.b1" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/52057" , "Diagnosis and management of dementia with Lewy bodies: Third report of the DLB consortium" , "2005" , "Mukaetova-Ladinska - E. B." , "Neurology" , "12" , "65" , "1863--1872" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/01.wnl.0000187889.17253.b1" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/52057" , "Diagnosis and management of dementia with Lewy bodies: Third report of the DLB consortium" , "2005" , "Pasquier - F." , "Neurology" , "12" , "65" , "1863--1872" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/01.wnl.0000187889.17253.b1" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/52057" , "Diagnosis and management of dementia with Lewy bodies: Third report of the DLB consortium" , "2005" , "Perry - R. H." , "Neurology" , "12" , "65" , "1863--1872" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/01.wnl.0000187889.17253.b1" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/52057" , "Diagnosis and management of dementia with Lewy bodies: Third report of the DLB consortium" , "2005" , "Schulz - J. B." , "Neurology" , "12" , "65" , "1863--1872" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/01.wnl.0000187889.17253.b1" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/52057" , "Diagnosis and management of dementia with Lewy bodies: Third report of the DLB consortium" , "2005" , "Trojanowski - J. Q." , "Neurology" , "12" , "65" , "1863--1872" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/01.wnl.0000187889.17253.b1" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/52057" , "Diagnosis and management of dementia with Lewy bodies: Third report of the DLB consortium" , "2005" , "Yamada - M." , "Neurology" , "12" , "65" , "1863--1872" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1212/01.wnl.0000187889.17253.b1" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3991566" , "Can Remission in Rheumatoid Arthritis Be Assessed Without Laboratory Tests or a Formal Joint Count? Possible Remission Criteria Based on a Self-report RAPID3 Score and Careful Joint Examination in the ESPOIR Cohort" , "2013" , "Combe - B." , "The Journal of Rheumatology" , "4" , "40" , "386--393" , "The Journal of Rheumatology" , "10.3899/jrheum.121059" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3991566" , "Can Remission in Rheumatoid Arthritis Be Assessed Without Laboratory Tests or a Formal Joint Count? Possible Remission Criteria Based on a Self-report RAPID3 Score and Careful Joint Examination in the ESPOIR Cohort" , "2013" , "Guillemin - F." , "The Journal of Rheumatology" , "4" , "40" , "386--393" , "The Journal of Rheumatology" , "10.3899/jrheum.121059" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3991566" , "Can Remission in Rheumatoid Arthritis Be Assessed Without Laboratory Tests or a Formal Joint Count? Possible Remission Criteria Based on a Self-report RAPID3 Score and Careful Joint Examination in the ESPOIR Cohort" , "2013" , "Fautrel - B." , "The Journal of Rheumatology" , "4" , "40" , "386--393" , "The Journal of Rheumatology" , "10.3899/jrheum.121059" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3991566" , "Can Remission in Rheumatoid Arthritis Be Assessed Without Laboratory Tests or a Formal Joint Count? Possible Remission Criteria Based on a Self-report RAPID3 Score and Careful Joint Examination in the ESPOIR Cohort" , "2013" , "Pincus - T." , "The Journal of Rheumatology" , "4" , "40" , "386--393" , "The Journal of Rheumatology" , "10.3899/jrheum.121059" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3991569" , "The Uses of Disease Activity Scoring and the Physician Global Assessment of Disease Activity for Managing Rheumatoid Arthritis in Rheumatology Practice" , "2009" , "HARRINGTON - J. T." , "The Journal of Rheumatology" , "5" , "36" , "925--929" , "The Journal of Rheumatology" , "10.3899/jrheum.081046" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45502" , "KATP Channel Activation Induces Ischemic Preconditioning of the Endothelium in Humans In Vivo" , "2004" , "Broadhead - M.W." , "Circulation" , "15" , "110" , "2077--2082" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.0000144304.91010.f0" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45540" , "Reproducibility of Computer-Quantified Carotid Plaque Echogenicity : Can We Overcome the Subjectivity?" , "2000" , "Sabetai - M.M." , "Stroke" , "9" , "31" , "2189--2196" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.str.31.9.2189" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45540" , "Reproducibility of Computer-Quantified Carotid Plaque Echogenicity : Can We Overcome the Subjectivity?" , "2000" , "Tegos - T.J." , "Stroke" , "9" , "31" , "2189--2196" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.str.31.9.2189" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45540" , "Reproducibility of Computer-Quantified Carotid Plaque Echogenicity : Can We Overcome the Subjectivity?" , "2000" , "Nicolaides - A.N." , "Stroke" , "9" , "31" , "2189--2196" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.str.31.9.2189" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45540" , "Reproducibility of Computer-Quantified Carotid Plaque Echogenicity : Can We Overcome the Subjectivity?" , "2000" , "Dhanjil - S." , "Stroke" , "9" , "31" , "2189--2196" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.str.31.9.2189" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45540" , "Reproducibility of Computer-Quantified Carotid Plaque Echogenicity : Can We Overcome the Subjectivity?" , "2000" , "Pare - G.J." , "Stroke" , "9" , "31" , "2189--2196" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.str.31.9.2189" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45540" , "Reproducibility of Computer-Quantified Carotid Plaque Echogenicity : Can We Overcome the Subjectivity?" , "2000" , "Stevens - J.M." , "Stroke" , "9" , "31" , "2189--2196" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.str.31.9.2189" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45543" , "Echolucent rupture-prone plaques" , "2003" , "Nordestgaard - B??rge G." , "Current Opinion in Lipidology" , "5" , "14" , "505--512" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00041433-200310000-00012" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45543" , "Echolucent rupture-prone plaques" , "2003" , "Gr??nholdt - Marie-Louise M." , "Current Opinion in Lipidology" , "5" , "14" , "505--512" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00041433-200310000-00012" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45543" , "Echolucent rupture-prone plaques" , "2003" , "Sillesen - Henrik" , "Current Opinion in Lipidology" , "5" , "14" , "505--512" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00041433-200310000-00012" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45552" , "Correlation Between Carotid Intimal/Medial Thickness and Atherosclerosis: A Point of View From Pathology" , "2009" , "Finn - A. V." , "Arteriosclerosis, Thrombosis, and Vascular Biology" , "2" , "30" , "177--181" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/atvbaha.108.173609" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45552" , "Correlation Between Carotid Intimal/Medial Thickness and Atherosclerosis: A Point of View From Pathology" , "2009" , "Kolodgie - F. D." , "Arteriosclerosis, Thrombosis, and Vascular Biology" , "2" , "30" , "177--181" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/atvbaha.108.173609" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45552" , "Correlation Between Carotid Intimal/Medial Thickness and Atherosclerosis: A Point of View From Pathology" , "2009" , "Virmani - R." , "Arteriosclerosis, Thrombosis, and Vascular Biology" , "2" , "30" , "177--181" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/atvbaha.108.173609" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45643" , "Markers of Inflammation and Cardiovascular Disease: Application to Clinical and Public Health Practice: A Statement for Healthcare Professionals From the Centers for Disease Control and Prevention and the American Heart Association" , "2003" , "Pearson - T. A." , "Circulation" , "3" , "107" , "499--511" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/01.cir.0000052939.59093.45" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45688" , "Exposure to Chlordecone and Male Fertility in Guadeloupe (French West Indies)" , "2006" , "Multigner - L" , "Epidemiology" , "Suppl" , "17" , "S372--S372" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00001648-200611001-00989" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45688" , "Exposure to Chlordecone and Male Fertility in Guadeloupe (French West Indies)" , "2006" , "Kadhel - P" , "Epidemiology" , "Suppl" , "17" , "S372--S372" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00001648-200611001-00989" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45688" , "Exposure to Chlordecone and Male Fertility in Guadeloupe (French West Indies)" , "2006" , "Huc-Terki - F" , "Epidemiology" , "Suppl" , "17" , "S372--S372" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00001648-200611001-00989" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45688" , "Exposure to Chlordecone and Male Fertility in Guadeloupe (French West Indies)" , "2006" , "Thome - J P" , "Epidemiology" , "Suppl" , "17" , "S372--S372" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00001648-200611001-00989" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45688" , "Exposure to Chlordecone and Male Fertility in Guadeloupe (French West Indies)" , "2006" , "Janky - E" , "Epidemiology" , "Suppl" , "17" , "S372--S372" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00001648-200611001-00989" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/45688" , "Exposure to Chlordecone and Male Fertility in Guadeloupe (French West Indies)" , "2006" , "Auger - J" , "Epidemiology" , "Suppl" , "17" , "S372--S372" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00001648-200611001-00989" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1942589" , "Coronary Flow Reserve and Asymmetric Dimethylarginine Levels: New Measurements for Identifying Subclinical Atherosclerosis in Patients with Psoriatic Arthritis" , "2011" , "Gianturco - Luigi" , "The Journal of Rheumatology" , "8" , "38" , "1661--1664" , "The Journal of Rheumatology" , "10.3899/jrheum.100893" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1918818" , "Safety of Infliximab Treatment in Patients with Rheumatoid Arthritis in a Real-world Clinical Setting: Description and Evaluation of Infusion Reactions" , "2012" , "KELSALL - J." , "The Journal of Rheumatology" , "8" , "39" , "1539--1545" , "The Journal of Rheumatology" , "10.3899/jrheum.110956" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1942589" , "Coronary Flow Reserve and Asymmetric Dimethylarginine Levels: New Measurements for Identifying Subclinical Atherosclerosis in Patients with Psoriatic Arthritis" , "2011" , "DE GENNARO COLONNA - V." , "The Journal of Rheumatology" , "8" , "38" , "1661--1664" , "The Journal of Rheumatology" , "10.3899/jrheum.100893" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1942589" , "Coronary Flow Reserve and Asymmetric Dimethylarginine Levels: New Measurements for Identifying Subclinical Atherosclerosis in Patients with Psoriatic Arthritis" , "2011" , "MARCHESONI - A." , "The Journal of Rheumatology" , "8" , "38" , "1661--1664" , "The Journal of Rheumatology" , "10.3899/jrheum.100893" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/1942589" , "Coronary Flow Reserve and Asymmetric Dimethylarginine Levels: New Measurements for Identifying Subclinical Atherosclerosis in Patients with Psoriatic Arthritis" , "2011" , "TURIEL - M." , "The Journal of Rheumatology" , "8" , "38" , "1661--1664" , "The Journal of Rheumatology" , "10.3899/jrheum.100893" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3277220" , "Further Evidence that the SNARC Effect is Processed Along a Dual-Route Architecture" , "2006" , "Fias - Wim" , "Experimental Psychology" , "1" , "53" , "58--68" , "Hogrefe & Huber" , "10.1027/1618-3169.53.1.58" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3277220" , "Further Evidence that the SNARC Effect is Processed Along a Dual-Route Architecture" , "2006" , "De Baene - W" , "Experimental Psychology" , "1" , "53" , "58--68" , "Hogrefe & Huber" , "10.1027/1618-3169.53.1.58" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3250683" , "Long-Term Memory for 400 Pictures on a Common Theme" , "2007" , "Vogt - Stine" , "Experimental Psychology" , "4" , "54" , "298--303" , "Hogrefe & Huber" , "10.1027/1618-3169.54.4.298" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3250683" , "Long-Term Memory for 400 Pictures on a Common Theme" , "2007" , "Magnussen - Svein" , "Experimental Psychology" , "4" , "54" , "298--303" , "Hogrefe & Huber" , "10.1027/1618-3169.54.4.298" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3262947" , "The Investigation of Simultaneous Interpreters as an Alternative Approach to Address the Signature of Multilingual Speech Processing" , "2012" , "Elmer - Stefan" , "Zeitschrift für Neuropsychologie" , "2" , "23" , "105--116" , "Hogrefe & Huber" , "10.1024/1016-264x/a000068" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3263861" , "Management of non-Hodgkin lymphomas arising at extranodal sites" , "2010" , "Zucca - Emanuele" , "Therapeutische Umschau" , "10" , "67" , "517--525" , "Hogrefe & Huber" , "10.1024/0040-5930/a000088" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3263861" , "Management of non-Hodgkin lymphomas arising at extranodal sites" , "2010" , "Gregorini - Anna" , "Therapeutische Umschau" , "10" , "67" , "517--525" , "Hogrefe & Huber" , "10.1024/0040-5930/a000088" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3263861" , "Management of non-Hodgkin lymphomas arising at extranodal sites" , "2010" , "Cavalli - Franco" , "Therapeutische Umschau" , "10" , "67" , "517--525" , "Hogrefe & Huber" , "10.1024/0040-5930/a000088" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3264249" , "Self-regulated Learning at the Junction of Cognition and Motivation" , "1996" , "Boekaerts - Monique" , "European Psychologist" , "2" , "1" , "100--112" , "Hogrefe & Huber" , "10.1027/1016-9040.1.2.100" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3277220" , "Further Evidence that the SNARC Effect is Processed Along a Dual-Route Architecture" , "2006" , "Gevers - Wim" , "Experimental Psychology" , "1" , "53" , "58--68" , "Hogrefe & Huber" , "10.1027/1618-3169.53.1.58" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/3277220" , "Further Evidence that the SNARC Effect is Processed Along a Dual-Route Architecture" , "2006" , "Ratinckx - Elie" , "Experimental Psychology" , "1" , "53" , "58--68" , "Hogrefe & Huber" , "10.1027/1618-3169.53.1.58" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/33819" , "Guidelines for the Primary Prevention of Stroke" , "2014" , "Boden-Albala - B." , "Stroke" , "12" , "45" , "3754--3832" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1161/str.0000000000000046" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/33282" , "Implementation Barriers for General Practice Guidelines on Low Back Pain" , "2001" , "Schers - Henk" , "Spine" , "15" , "26" , "E348--E353" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00007632-200108010-00013" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/33282" , "Implementation Barriers for General Practice Guidelines on Low Back Pain" , "2001" , "Wensing - Michel" , "Spine" , "15" , "26" , "E348--E353" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00007632-200108010-00013" ,
 "Journal Article" , "https://w3id.org/oc/corpus/br/33282" , "Implementation Barriers for General Practice Guidelines on Low Back Pain" , "2001" , "Huijsmans - Zsuzsan" , "Spine" , "15" , "26" , "E348--E353" , "Ovid Technologies (Wolters Kluwer Health)" , "10.1097/00007632-200108010-00013" ,
